KEY,en,notes,sp,fr,de,it,pt-br,zh
NPC_BEANIES_BEANIES_QUESTS_REPEAT_1,[img:veryhappy]I'VE DONE IT AGAIN! A NEW INVENTION APPEARS!,,[img:veryhappy]¡LO HE VUELTO A HACER! ¡APARECE UN NUEVO INVENTO!,[img:veryhappy]J'AI ENCORE RÉUSSI&nbsp;! UNE NOUVELLE INVENTION VOIT LE JOUR&nbsp;!,[img:veryhappy]ICH HABE ES MAL WIEDER GESCHAFFT! EINE NEUE ERFINDUNG!,[img:veryhappy]CE L'HO FATTA DI NUOVO! È APPARSA UNA NUOVA INVENZIONE!,[img:veryhappy]EU CONSEGUI DE NOVO! MAIS UMA NOVA INVENÇÃO!,[img:veryhappy]我又做到了！一个新的发明出现了！
NPC_BEANIES_BEANIES_QUESTS_REPEAT_2,[img:veryhappy]This one will seriously change the world and make me a billionaire!,,[img:veryhappy]Este cambiará drásticamente el mundo y me convertirá en billonario.,"[img:veryhappy]Celle-là, elle va sérieusement révolutionner le monde, et faire de moi un milliardaire&nbsp;!",[img:veryhappy]Die wird garantiert die Welt verändern und mich zum Milliardär machen!,[img:veryhappy]Questa cambierà completamente il mondo e mi farà diventare miliardario!,[img:veryhappy]Esta vai mudar o mundo e me deixar bilionário!,[img:veryhappy]这个真的会改变世界，让我成为亿万富翁！
NPC_BEANIES_BEANIES_QUESTS_REPEAT_3,[img:happy]Now listen up!,,[img:happy]¡Escúchame bien!,"[img:happy]Bon, écoute bien&nbsp;!",[img:happy]Hör gut zu!,[img:happy]Ora ascolta bene!,[img:happy]Agora escute!,[img:happy]现在听好了！
NPC_BEANIES_BEANIESQUEST_INTRO_PERSUASIONDEVICE_1,"[img:happy]I call it,
The [b]Persuasion Device![/b]",,"[img:happy]Lo llamo...
[b]¡«Dispositivo de persuasión»![/b]","[img:happy]Je l'ai appelée,
L'[b]Outil de persuasion[/b]&nbsp;!","[img:happy]Ich nenne es
das [b]Überzeugungsgerät![/b]","[img:happy]L'ho chiamata...
[b]Dispositivo di Persuasione![/b]","[img:happy]Eu a chamo de,
[b]dispositivo de persuasão![/b]","[img:happy]我称它为，
[b]说服装置！[/b]"
NPC_BEANIES_BEANIESQUEST_INTRO_PERSUASIONDEVICE_2,[img:default]Simply smash something with it and that thing will believe you guys are best friends.,,[img:default]Espachurra algo con él y esa cosa se creerá que es tu mejor colega del mundo.,"[img:default]Il suffit de frapper un truc avec, et le machin croira que vous deux vous êtes les meilleurs amis du monde.","[img:default]Hau einfach feste auf jemanden mit ihm drauf und er wird sofort glauben, dass ihr beste Freunde seid.",[img:default]Basta usarlo per colpirci qualcosa e quella cosa crederà che siete migliori amici.,[img:default]Simplesmente esmague alguma coisa com ela e essa coisa vai acreditar que é sua melhor amiga.,[img:default]只需用它猛击某物，那东西就会相信你们是最好的朋友。
NPC_BEANIES_BEANIESQUEST_INTRO_PERSUASIONDEVICE_3,[img:scared]Do you remember it?...,,[img:scared]¿Te acuerdas?...,[img:scared]Ça ne te rappelle rien...?,"[img:scared]Warte, erinnerst du dich etwa?&nbsp;…",[img:scared]Te lo ricordi...?,[img:scared]Você se lembra...?,[img:scared]你还记得吗？...
NPC_BEANIES_BEANIESQUEST_INTRO_PERSUASIONDEVICE_4,[img:happy]Good! ... [img:pondering]What was I saying?,,[img:happy]¡Bien![img:pondering]¿Qué estaba diciendo?,[img:happy]Parfait&nbsp;!... [img:pondering]Qu'est-ce que je disais déjà&nbsp;?,[img:happy]Nicht? Gut!&nbsp;… [img:pondering]Wo war ich?,[img:happy]Bene! ... [img:pondering]Che stavo dicendo?,[img:happy]Ótimo...! [img:pondering]O que eu estava dizendo?,[img:happy]很好！...[img:pondering]我刚说到哪了？
NPC_BEANIES_BEANIESQUEST_INTRO_PERSUASIONDEVICE_5,"[img:default]Oh yeah, so take the Persuasion Device and fiddle with it on an adventure.",,"[img:default]Ah, sí, ya. Pues eso, llévate el dispositivo de persuasión y trastéalo durante tu aventura.","[img:default]Ah, oui. Donc, prends l'Engin de persuasion et amuse-toi avec pendant ton aventure.","[img:default]Ach ja, also, nimm einfach das Überzeugungsgerät und spiel auf einem deiner Abenteuer ein wenig damit herum.","[img:default]Ah, già. Prendi il Dispositivo di Persuasione e usalo in un'avventura.","[img:default]Oh, sim, leve o dispositivo de persuasão com você em uma aventura e brinque um pouco com ele.",[img:default]哦对了，拿上说服装置，在冒险中摆弄它。
NPC_BEANIES_BEANIESQUEST_INTRO_PERSUASIONDEVICE_6,Finish {questdestination} and when you are done just report back and we can go from there.,,"Termina {questdestination} y, cuando acabes, ven a verme para que sigamos avanzando.",Termine {questdestination} et reviens me voir. On verra la suite après.,"Komm zurück und erstatte Bericht, wenn du das folgende Gebiet abgeschlossen hast: {questdestination}.","Completa {questdestination} e, quando hai finito, torna a riferire. Poi decideremo come procedere.",Conclua {questdestination} e quando terminar venha falar comigo para continuarmos.,完成 {questdestination}，完成后回来汇报，我们再做打算。
NPC_BEANIES_BEANIESQUEST_INTRO_PERSUASIONDEVICE_7,[img:happy]Godspeed!,,[img:happy]¡Suerte!,[img:happy]Bon vent&nbsp;!,[img:happy]Mach‘s gut!,[img:happy]Buona fortuna!,[img:happy]Que Deus te acompanhe!,[img:happy]一路顺风！
NPC_BEANIES_BEANIESQUEST_COMPLETE_PERSUASIONDEVICE_1,[img:veryhappy]The [b]Persuasion Device[/b] works! I'M A GENIUS!,,[img:veryhappy]El [b]dispositivo de persuasión[/b] funciona. ¡Soy un genio!,[img:veryhappy]L'[b]Engin de persuasion[/b] fonctionne&nbsp;! JE SUIS UN GÉNIE&nbsp;!,[img:veryhappy]Das [b]Überzeugungsgerät[/b] funktioniert! ICH BIN EIN GENIE!,[img:veryhappy]Il [b]Dispositivo di Persuasione[/b] funziona! SONO UN GENIO!,[img:veryhappy]O [b]dispositivo de persuasão[/b] funciona! EU SOU UM GÊNIO!,[img:veryhappy][b]说服装置[/b]起作用了！我真是个天才！
NPC_BEANIES_BEANIESQUEST_COMPLETE_PERSUASIONDEVICE_2,[img:default]I polished it up a bit and as a bonus you can keep it!,,[img:default]Lo he ajustado un poco y te lo puedes quedar de regalo.,"[img:default]Je l'ai amélioré un peu. C'est cadeau, tu peux le garder&nbsp;!",[img:default]Ich habe seine Software noch einmal aktualisiert. Als Dankeschön kannst du es behalten!,[img:default]L'ho perfezionato un po' e ho deciso di lasciartelo in regalo.,[img:default]Eu fiz alguns ajustes e agora você pode ficar com ele!,[img:default]我稍微修饰了一下，作为奖励你可以留着它！
NPC_BEANIES_BEANIESQUEST_COMPLETE_PERSUASIONDEVICE_3,"Oh also, here's {questreward} coins for your time.[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]",,"Ah, por cierto, toma {questreward} monedas por tu tiempo.[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]","Ah oui, aussi, voilà {questreward} pièces pour te récompenser.[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]","Oh, hier sind außerdem {questreward}&nbsp;Münzen für deine Mühen.[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]","Ah sì, ecco anche {questreward} monete per il tuo tempo.[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]","Oh, e além disso, aqui estão suas {questreward} moedas pelo seu tempo.[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]",哦，对了，这是你的{questreward}金币奖励。[sfx:PickupCoin][pause:1][sfx:PickupCoin][pause:1][sfx:PickupCoin]
NPC_BEANIES_BEANIESQUEST_COMPLETE_PERSUASIONDEVICE_4,"[img:happy]There is more where that came from, just keep entertaining my morally grey requests!",,"[img:happy]Que sepas que tengo más igual de brillantes, ¿eh? Tú sigue complaciendo mis peticiones moralmente cuestionables.","[img:happy]Et j'en ai encore. Alors, si t'en veux plus, continue à accepter mes requêtes moralement ambiguës&nbsp;!","[img:happy]Meine Taschen sind noch lange nicht leer, also wäre ich dir dankbar, wenn du meine moralisch zwielichtigen Aufgaben weiterhin erfüllen könntest!","[img:happy]Ce ne saranno molte altre per te, basta che continui ad assecondare le mie richieste moralmente discutibili!",[img:happy]Eu tenho mais dessas. Apenas continue respondendo aos meus pedidos moralmente ambíguos!,[img:happy]还有很多，继续满足我那些灰色道德的请求吧！
NPC_BEANIES_BEANIESQUEST_COMPLETE_PERSUASIONDEVICE_5,[img:default]Send more cats!,,[img:default]¡Mándame más gatos!,[img:default]Envoie-moi plus de chats&nbsp;!,[img:default]Schick mir mehr Katzen!,[img:default]Mandami altri gatti!,[img:default]Traga mais gatos!,[img:default]再派些猫来！
NPC_BEANIES_BEANIESQUEST_FAIL_PERSUASIONDEVICE_1,"[img:angry]You lost the
[b]Persuasion Device?![/b]",,"[img:angry]¡¿Cómo que has perdido el
[b]dispositivo de persuasión?![/b]","[img:angry]Tu as perdu
l'[b]Engin de persuasion&nbsp;?![/b]",[img:angry]Du hast das [b]Überzeugungsgerät[/b] verloren?!,"[img:angry]Hai perso il
[b]Dispositivo di Persuasione?![/b]","[img:angry]Você perdeu o
[b]dispositivo de persuasão?![/b]",[img:angry]你居然丢了[b]说服装置？！[/b]
NPC_BEANIES_BEANIESQUEST_FAIL_PERSUASIONDEVICE_2,[img:veryangry]Do you have any idea how many skulls I had to crack to calibrate that thing!?,,[img:veryangry]¡¿Tienes idea de cuántos cráneos he tenido que machacar para calibrar ese cacharro?!,[img:veryangry]Sais-tu au moins combien de crânes j'ai dû fracturer pour réussir à calibrer ce machin&nbsp;!?,"[img:veryangry]Hast du auch nur die geringste Ahnung, wie viele Schädel ich einschlagen musste, um das Ding zu kalibrieren?!",[img:veryangry]Hai idea di quanti crani ho dovuto spaccare per calibrare quell'affare?!,[img:veryangry]Você faz alguma ideia de quantos crânios eu precisei esmagar para calibrar aquela coisa!?,[img:veryangry]你知道我为了校准那个东西敲碎了多少头骨吗！？
NPC_BEANIES_BEANIESQUEST_FAIL_PERSUASIONDEVICE_3,[img:angry]I got a damn UCL tear from all that manual bashing...,,[img:angry]¡Me han diagnosticado codo de tenista por culpa de eso!,[img:angry]J'ai bien failli me froisser un muscle du coude en tapant comme ça...,[img:angry]Hab mir fast meine Bandscheibe rausgehauen von der ganzen Arbeit&nbsp;…,[img:angry]Mi sono persino procurato una lesione al gomito a forza di menare le mani...,[img:angry]Eu até ganhei uma tendinite depois de tanto trabalho manual...,[img:angry]都把我的UCL撕裂了，都是手动猛击惹的祸……
NPC_BEANIES_BEANIESQUEST_FAIL_PERSUASIONDEVICE_4,[img:veryangry]Do you have any clue how long those take to heal!!?,,[img:veryangry]¡¿Tú sabes cuánto tarda en curarse eso?!,[img:veryangry]Tu imagines le temps que ça prend à guérir&nbsp;!!?,"[img:veryangry]Weißt du, wie ätzend das ist?!",[img:veryangry]Hai la minima idea di quanto ci metta a guarire?!,[img:veryangry]Você tem ideia de quanto tempo isso leva para curar!!?,[img:veryangry]你知道那要多久才能愈合吗！！？
NPC_BEANIES_BEANIESQUEST_FAIL_PERSUASIONDEVICE_5,[img:angry][s:.7]I should have known someone like you would just screw it up...[/s],,[img:angry][s:.7]Tendría que haber previsto que alguien como tú me la iba a liar...[/s],[img:angry][s:.7]J'aurais dû savoir que quelqu'un comme toi allait tout foirer...[/s],"[img:angry][s:.7]Ich hätte wissen sollen, dass jemand wie du es nur ruinieren würde&nbsp;…[/s]",[img:angry][s:.7]Avrei dovuto immaginare che avresti combinato solo disastri...[/s],[img:angry][s:.7]Eu deveria saber que alguém como você ia estragar tudo...[/s],[img:angry][s:.7]我早该知道像你这样的人只会搞砸……[/s]
NPC_BEANIES_BEANIESQUEST_FAIL_PERSUASIONDEVICE_6,"[img:sad]But I'll be honest, I've burnt all my bridges, you are my only hope.",,"[img:sad]Pero sinceramente, he quemado todas mis naves y eres mi única opción.",[img:sad]Mais je préfère être honnête&nbsp;: je n'ai plus personne d'autre. Tu es mon seul espoir.,"[img:sad]Aber um ehrlich zu sein, habe ich niemand anders mehr. Du bist meine einzige Hoffnung.","[img:sad]Ma devo dirti la verità: mi sono bruciato ogni altra possibilità, sei la mia unica speranza.","[img:sad]Mas, para ser honesto, não tenho muitas outras opções. Você é minha única esperança.",[img:sad]但说实话，我已经断了所有退路，你是我唯一的希望。
NPC_BEANIES_BEANIESQUEST_FAIL_PERSUASIONDEVICE_7,[img:sad]Send me more cats and I will try something else I guess...,,[img:sad]Envíame más gatos y supongo que podré intentar otra cosa...,"[img:sad]Bon, envoie-moi d'autres chats et je vais voir ce que je peux trouver...","[img:sad]Schick mir mehr Katzen und ich werde etwas anderes versuchen, schätze ich&nbsp;…",[img:sad]Mandami altri gatti e proverò a inventarmi qualcos'altro...,[img:sad]Traga mais gatos e eu tento alguma outra coisa...,[img:sad]再送些猫给我，我想我会尝试别的办法……
NPC_BEANIES_BEANIESQUEST_INTRO_MAGICMIRROR_1,[img:veryhappy]I'VE DONE IT AGAIN!,,[img:veryhappy]¡LO HE VUELTO A HACER!,"[img:veryhappy]ET VOILÀ, ENCORE UNE FOIS&nbsp;!",[img:veryhappy]EIN NEUES WUNDERWERK!,[img:veryhappy]L'HO FATTO DI NUOVO!,[img:veryhappy]EU CONSEGUI DE NOVO!,[img:veryhappy]我又做到了！
NPC_BEANIES_BEANIESQUEST_INTRO_MAGICMIRROR_2,BEST INVENTION EVER!!,,¡EL MEJOR INVENTO DEL MUNDO!,C'EST LA MEILLEURE INVENTION AU MONDE&nbsp;!!,DIE BESTE ERFINDUNG ALLER ZEITEN!!!,MIGLIORE INVENZIONE DI SEMPRE!!,MELHOR INVENÇÃO DA HISTÓRIA!!,史上最棒的发明！！
NPC_BEANIES_BEANIESQUEST_INTRO_MAGICMIRROR_3,[img:questioning]So you know that thing where if you break a mirror your family dies or whatever?,,"[img:questioning]¿Sabes lo que dicen de que si rompes un espejo, tu familia muere y las mierdas esas?","[img:questioning]Tu connais le dicton qui dit que si quelqu'un casse un miroir toute sa famille meurt, ou un truc du genre&nbsp;?","[img:questioning]Du kennst doch den Aberglauben, dass man vom Unglück verfolgt wird, wenn man einen Spiegel kaputtmacht, oder?",[img:questioning]Sai quando si dice che se rompi uno specchio muore la tua famiglia?,[img:questioning]Sabe aquela história de quebrar um espelho e ganhar sete anos de azar e tudo mais?,[img:questioning]你知道那种打破镜子全家都会倒霉什么的吧？
NPC_BEANIES_BEANIESQUEST_INTRO_MAGICMIRROR_4,[img:happy]Its like that but with more science! I call it the MAGIC MIRROR!,,"[img:happy]Pues es lo mismo, ¡pero con más ciencia! ¡Lo llamo «espejo mágico»!","[img:happy]Eh bien, c'est comme ça, mais avec davantage de science&nbsp;! Je l'appelle le MIROIR MAGIQUE&nbsp;!","[img:happy]So ähnlich ist meine Erfindung, nur, dass sie auf Wissenschaft basiert! Ich nenne sie den ZAUBERSPIEGEL!","[img:happy]È una cosa del genere, ma con più scienza! L'ho chiamato SPECCHIO MAGICO!","[img:happy]É basicamente a mesma coisa, só que com mais ciência! Este é o ESPELHO MÁGICO!",[img:happy]就像那样，不过加了更多科学！我称它为魔法镜！
NPC_BEANIES_BEANIESQUEST_INTRO_MAGICMIRROR_5,You wear it on your face and it just makes your life hell!,,Te lo pones en la cara y convierte tu vida en un infierno.,"Il suffit de le mettre sur le visage, et ça fait de ta vie un enfer&nbsp;!",Trag ihn auf deinem Gesicht und er macht dein Leben zur Hölle!,Lo indossi sul viso e ti rende la vita un inferno!,Você o usa no rosto e ele transforma sua vida em um inferno!,你戴在脸上，生活简直成了地狱！
NPC_BEANIES_BEANIESQUEST_INTRO_MAGICMIRROR_6,"[img:default]Pretty cool, huh?",,[img:default]¿A que mola?,"[img:default]Plutôt cool, hein&nbsp;?","[img:default]Ziemlich cool, oder?","[img:default]Niente male, eh?","[img:default]Bem legal, né?",[img:default]挺酷的，是吧？
NPC_BEANIES_BEANIESQUEST_INTRO_MAGICMIRROR_7,So just pop it on a cat and then have them finish {questdestination}.,,"Así que, venga, colócaselo a un gato y que termine {questdestination}.","Donc, colle-le sur un chat et fais-lui terminer {questdestination}.","Schnall ihn einfach auf eine Katze und sorg dafür, dass sie die Gegend hier überlebt: {questdestination}.",Quindi schiaffalo addosso a un gatto e poi fagli completare {questdestination}.,Então coloque-o em um gato e faça com que ele conclua {questdestination}.,所以把它戴在猫身上，让它们完成{questdestination}。
NPC_BEANIES_BEANIESQUEST_INTRO_MAGICMIRROR_8,[img:whispering][s:.7]Like that will ever happen...[/s],,[img:whispering][s:.7]En tus sueños...[/s],[img:whispering][s:.7]Comme si c'était possible...[/s],[img:whispering][s:.7]Das schaffst du eh nicht&nbsp;…[/s],"[img:whispering][s:.7]Sì, come no...[/s]",[img:whispering][s:.7]Como se isso fosse acontecer mesmo...[/s],[img:whispering][s:.7]那种事绝不可能发生…[/s]
NPC_BEANIES_BEANIESQUEST_INTRO_MAGICMIRROR_9,[img:happy]Have fun!,,[img:happy]¡Que te diviertas!,"[img:happy]Allez, amuse-toi bien&nbsp;!",[img:happy]Viel Spaß!,[img:happy]Divertiti!,[img:happy]Divirta-se!,[img:happy]玩得开心！
NPC_BEANIES_BEANIESQUEST_COMPLETE_MAGICMIRROR_1,"[img:shocked]Wait, you did it?",,[img:shocked]Espera... ¿Lo has conseguido?,"[img:shocked]Une minute, t'as réussi&nbsp;?","[img:shocked]Wie, du hast es geschafft?","[img:shocked]Aspetta, ce l'hai fatta davvero?","[img:shocked]Espera, você conseguiu?",[img:shocked]等等，你真的做到了？
